Column1;Document Title;Authors;Publication Title;Publication Year;DOI;PDF Link
6;A Survey of Cloud Computing;Yadong GongZongquan YingMeihong Lin;Proceedings of the 2nd International Conference on Green Communications and Networks 2012 (GCN 2012): Volume 3;20130;10.1007/978-3-642-35470-0_10;http://link.springer.com/chapter/10.1007/978-3-642-35470-0_10
7;A Hybrid Post-Quantum Cryptography Driven Key Exchange Scheme for Cloud Computing Environments;Mr. Shaik Mohammad IliasV. Ceronmani Sharmila;Intelligent Sustainable Systems;20230;10.1007/978-981-99-1726-6_40;http://link.springer.com/chapter/10.1007/978-981-99-1726-6_40
8;A Survey of Cloud Computing Migration Issues and Frameworks;Abílio CardosoFernando MoreiraPaulo Simões;New Perspectives in Information Systems and Technologies, Volume 1;20140;10.1007/978-3-319-05951-8_16;http://link.springer.com/chapter/10.1007/978-3-319-05951-8_16
9;A Review on Cloud Computing Architecture;Animesh KumarSandip Dutta;Electronic Systems and Intelligent Computing;20220;10.1007/978-981-16-9488-2_17;http://link.springer.com/chapter/10.1007/978-981-16-9488-2_17
10;An Efficient Checkpointing Scheme Using Price History of Spot Instances in Cloud Computing Environment;Daeyong JungSungHo ChinKwangSik ChungHeonChang YuJoonMin Gil;Network and Parallel Computing;20110;10.1007/978-3-642-24403-2_16;http://link.springer.com/chapter/10.1007/978-3-642-24403-2_16
11;MAYA: An Approach for Energy and Cost Optimization for Mobile Cloud Computing Environments;Jitender KumarAmita Malik;Big Data Analytics;20180;10.1007/978-981-10-6620-7_55;http://link.springer.com/chapter/10.1007/978-981-10-6620-7_55
12;A Renewable Energy-Based Task Consolidation Algorithm for Cloud Computing;Sanjib Kumar NayakSanjaya Kumar PandaSatyabrata DasSohan Kumar Pande;Control Applications in Modern Power System;20210;10.1007/978-981-15-8815-0_40;http://link.springer.com/chapter/10.1007/978-981-15-8815-0_40
13;Technological Innovation of Manufacturing Industry Based on Genetic Network and Cloud Computing Information;Wang YuYuxiang Meng;International Conference on Applications and Techniques in Cyber Intelligence ATCI 2019;20200;10.1007/978-3-030-25128-4_258;http://link.springer.com/chapter/10.1007/978-3-030-25128-4_258
15;Privacy-Preserving Public Auditing in Cloud Computing with Data Deduplication;Naelah AlkhojandiAli Miri;Foundations and Practice of Security;20150;10.1007/978-3-319-17040-4_3;http://link.springer.com/chapter/10.1007/978-3-319-17040-4_3
16;Cloud Computing Costs and Benefits;Nane Kratzke;Cloud Computing and Services Science;20120;10.1007/978-1-4614-2326-3_10;http://link.springer.com/chapter/10.1007/978-1-4614-2326-3_10
17;Outsourced Data Modification Algorithm with Assistance of Multi-assistants in Cloud Computing;Jian ShenJun ShenXiong LiFuShan WeiJiGuo Li;Cloud Computing and Security;20160;10.1007/978-3-319-48671-0_35;http://link.springer.com/chapter/10.1007/978-3-319-48671-0_35
19;Decision Making in Cloud Computing: A Method that Combines Costs, Risks and Intangible Benefits;Yuri Zelenkov;Knowledge Management in Organizations;20170;10.1007/978-3-319-62698-7_23;http://link.springer.com/chapter/10.1007/978-3-319-62698-7_23
20;An Energy Efficiency Model Based on QoS in Cloud Computing;Xiaobo CaiXuejie Zhang;Proceedings of International Conference on Computer Science and Information Technology;20140;10.1007/978-81-322-1759-6_55;http://link.springer.com/chapter/10.1007/978-81-322-1759-6_55
0;Cloud Computing, Big Data & Emerging Topics;Dr. Enzo RucciMarcelo NaioufFranco ChichizolaLaura De GiustiProf. Armando De Giusti;Communications in Computer and Information Science;20220;10.1007/978-3-031-14599-5;http://link.springer.com/book/10.1007/978-3-031-14599-5
1;Algorithmic Aspects of Cloud Computing;Gianlorenzo D’AngeloOthon Michail;Lecture Notes in Computer Science;20210;10.1007/978-3-030-93043-1;http://link.springer.com/book/10.1007/978-3-030-93043-1
0;Understanding the challenges and novel architectural models of multi-cloud native applications – a systematic literature review;Juncal AlonsoLeire Orue-EchevarriaValentina CasolaAna Isabel TorreMaider HuarteEneko OsabaJesus L. Lobo;Journal of Cloud Computing;20230;10.1186/s13677-022-00367-6;http://link.springer.com/article/10.1186/s13677-022-00367-6
0;A Survey on Billing Models for Cloud-Native Applications;José Rodrigo Benítez ParedesFabio López-Pires;Cloud Computing, Big Data & Emerging Topics;20220;10.1007/978-3-031-14599-5_2;http://link.springer.com/chapter/10.1007/978-3-031-14599-5_2
0;Flexible Pricing Models for Cloud Computing Based on Group Decision Making Under Consensus;Arpan Kumar KarAtanu Rakshit;Global Journal of Flexible Systems Management;20150;10.1007/s40171-015-0093-1;http://link.springer.com/article/10.1007/s40171-015-0093-1
1;A multi-criteria decision making heuristic for workflow scheduling in cloud computing environment;Célestin Tshimanga KamangaEmmanuel BugingoSimon Ntumba BadibangaEugène Mbuyi Mukendi;The Journal of Supercomputing;20230;10.1007/s11227-022-04677-z;http://link.springer.com/article/10.1007/s11227-022-04677-z
3;Cloud Computing – A Classification, Business Models, and Research Directions;Prof. Dr. Christof WeinhardtDipl.-Inform.-Wirt Arun AnandasivamDr. Benjamin BlauDipl.-Inform. Nikolay BorissovDipl.-Math. Thomas MeinlDipl.-Inform.-Wirt Wibke MichalkDr. Jochen Stößer;Business & Information Systems Engineering;20090;10.1007/s12599-009-0071-2;http://link.springer.com/article/10.1007/s12599-009-0071-2
7;Multi-Layer Resource Management in Cloud Computing;Li ChunlinLi Layuan;Journal of Network and Systems Management;20140;10.1007/s10922-012-9261-1;http://link.springer.com/article/10.1007/s10922-012-9261-1
8;A benefit-aware on-demand provisioning approach for multi-tier applications in cloud computing;Heng WuWenbo ZhangJianhua ZhangJun WeiTao Huang;Frontiers of Computer Science;20130;10.1007/s11704-013-2201-8;http://link.springer.com/article/10.1007/s11704-013-2201-8
9;A survey on optimal utilization of preemptible VM instances in cloud computing;Ashish Kumar MishraBrajesh Kumar UmraoDharmendra K. Yadav;The Journal of Supercomputing;20180;10.1007/s11227-018-2509-0;http://link.springer.com/article/10.1007/s11227-018-2509-0
11;A Survey on Cloud Computing Simulation and Modeling;Ilyas Bambrik;SN Computer Science;20200;10.1007/s42979-020-00273-1;http://link.springer.com/article/10.1007/s42979-020-00273-1
12;A Survey on Spot Pricing in Cloud Computing;Dinesh KumarGaurav BaranwalZahid RazaDeo Prakash Vidyarthi;Journal of Network and Systems Management;20180;10.1007/s10922-017-9444-x;http://link.springer.com/article/10.1007/s10922-017-9444-x
13;Scheduling Flexible Demand in Cloud Computing Spot Markets;Robert KellerLukas HäfnerThomas SachsGilbert Fridgen;Business & Information Systems Engineering;20200;10.1007/s12599-019-00592-5;http://link.springer.com/article/10.1007/s12599-019-00592-5
14;Cost-Effective Algorithm for Workflow Scheduling in Cloud Computing Under Deadline Constraint;Aida A. NasrNirmeen A. El-BahnasawyGamal AttiyaAyman El-Sayed;Arabian Journal for Science and Engineering;20190;10.1007/s13369-018-3664-6;http://link.springer.com/article/10.1007/s13369-018-3664-6
15;IoT, big data, and cloud computing value chain: pricing issues and solutions;Mauro FemminellaMatteo PergolesiGianluca Reali;Annals of Telecommunications;20180;10.1007/s12243-018-0643-6;http://link.springer.com/article/10.1007/s12243-018-0643-6
16;Decision-making in cloud computing environments: A cost and risk based approach;Benedikt MartensFrank Teuteberg;Information Systems Frontiers;20120;10.1007/s10796-011-9317-x;http://link.springer.com/article/10.1007/s10796-011-9317-x
17;Determinant factors of cloud-sourcing decisions: reflecting on the IT outsourcing literature in the era of cloud computing;Stephan SchneiderAli Sunyaev;Journal of Information Technology;20160;10.1057/jit.2014.25;http://link.springer.com/article/10.1057/jit.2014.25
18;Service models and pricing schemes for cloud computing;Se-Hak ChunByong-Sam Choi;Cluster Computing;20140;10.1007/s10586-013-0296-1;http://link.springer.com/article/10.1007/s10586-013-0296-1
19;An adaptive symbiotic organisms search for constrained task scheduling in cloud computing;Mohammed AbdullahiMd Asri NgadiSalihu Idi DishingShafi’i Muhammad Abdulhamid;Journal of Ambient Intelligence and Humanized Computing;20230;10.1007/s12652-021-03632-9;http://link.springer.com/article/10.1007/s12652-021-03632-9
20;Adaptive market-oriented combinatorial double auction resource allocation model in cloud computing;Asif UmerBabar NazirZulfiqar Ahmad;The Journal of Supercomputing;20220;10.1007/s11227-021-03918-x;http://link.springer.com/article/10.1007/s11227-021-03918-x
22;Shareholder wealth implications of software firms’ transition to cloud computing: a marketing perspective;Mehdi NezamiKapil R. TuliShantanu Dutta;Journal of the Academy of Marketing Science;20220;10.1007/s11747-021-00818-7;http://link.springer.com/article/10.1007/s11747-021-00818-7
23;Cloud computing: state-of-the-art and research challenges;Qi ZhangLu ChengRaouf Boutaba;Journal of Internet Services and Applications;20100;10.1007/s13174-010-0007-6;http://link.springer.com/article/10.1007/s13174-010-0007-6
24;Availability and reliability analysis of cloud computing under economic denial of sustainability (EDoS) attack: a semi-Markov approach;K. C. LalropuiaVandana Khaitan (nee Gupta);Cluster Computing;20210;10.1007/s10586-021-03257-9;http://link.springer.com/article/10.1007/s10586-021-03257-9
26;A novel optimized approach for resource reservation in cloud computing using producer–consumer theory of microeconomics;Alireza MohammadiMohammad Hossein Rezvani;The Journal of Supercomputing;20190;10.1007/s11227-019-02951-1;http://link.springer.com/article/10.1007/s11227-019-02951-1
27;Towards a multi-QoS human-centric cloud computing load balance resource allocation method;Lixia LiuHong MeiBing Xie;The Journal of Supercomputing;20160;10.1007/s11227-015-1472-2;http://link.springer.com/article/10.1007/s11227-015-1472-2
28;Reliability computing and management considering the network traffic for a cloud computing;Yoshinobu TamuraShigeru Yamada;Annals of Operations Research;20160;10.1007/s10479-016-2140-5;http://link.springer.com/article/10.1007/s10479-016-2140-5
29;Network virtualization for cloud computing;Fabio BaroncelliBarbara MartiniPiero Castoldi;annals of telecommunications - annales des télécommunications;20100;10.1007/s12243-010-0194-y;http://link.springer.com/article/10.1007/s12243-010-0194-y
34;Characteristics of Cloud Computing in the Business Context: A Systematic Literature Review;Mark StieningerDietmar Nedbal;Global Journal of Flexible Systems Management;20140;10.1007/s40171-013-0055-4;http://link.springer.com/article/10.1007/s40171-013-0055-4
35;A Truthful Mechanism for Value-Based Scheduling in Cloud Computing;Navendu JainIshai MenacheJoseph (Seffi) NaorJonathan Yaniv;Theory of Computing Systems;20140;10.1007/s00224-013-9449-0;http://link.springer.com/article/10.1007/s00224-013-9449-0
36;A review of data replication based on meta-heuristics approach in cloud computing and data grid;Najme MansouriMohammad Masoud Javidi;Soft Computing;20200;10.1007/s00500-020-04802-1;http://link.springer.com/article/10.1007/s00500-020-04802-1
38;An efficient cost-based algorithm for scheduling workflow tasks in cloud computing systems;Mohammed AmoonNirmeen El-BahnasawyMai ElKazaz;Neural Computing and Applications;20190;10.1007/s00521-018-3610-2;http://link.springer.com/article/10.1007/s00521-018-3610-2
39;RHAS: robust hybrid auto-scaling for web applications in cloud computing;Parminder SinghAvinash KaurPooja GuptaSukhpal Singh GillKiran Jyoti;Cluster Computing;20210;10.1007/s10586-020-03148-5;http://link.springer.com/article/10.1007/s10586-020-03148-5
41;Resource provision and QoS support with added security for client side applications in cloud computing;Mamata Rath;International Journal of Information Technology;20190;10.1007/s41870-017-0059-y;http://link.springer.com/article/10.1007/s41870-017-0059-y
42;A review on quality of experience (QoE) in cloud computing;Asif Ali LaghariXiaobo ZhangZaffar Ahmed ShaikhAsiya KhanVania V. EstrelaSaadat Izadi;Journal of Reliable Intelligent Environments;20230;10.1007/s40860-023-00210-y;http://link.springer.com/article/10.1007/s40860-023-00210-y
43;Cloud Computing: A Multi-workflow Scheduling Algorithm with Dynamic Reusability;Mainak AdhikariSantanu Koley;Arabian Journal for Science and Engineering;20180;10.1007/s13369-017-2739-0;http://link.springer.com/article/10.1007/s13369-017-2739-0
45;Adaptive data replication strategy in cloud computing for performance improvement;Najme Mansouri;Frontiers of Computer Science;20160;10.1007/s11704-016-5182-6;http://link.springer.com/article/10.1007/s11704-016-5182-6
46;A dynamic random testing strategy in the context of cloud computing;Hanyu PeiBeibei YinLinzhi HuangKai-Yuan Cai;Software Quality Journal;20230;10.1007/s11219-022-09599-w;http://link.springer.com/article/10.1007/s11219-022-09599-w
47;Impatience Characteristics in Cloud-Computing-Services Procurement: Effects of Delay Horizon and Situational Involvement;Venkataraghavan KrishnaswamyR. P. Sundarraj;Group Decision and Negotiation;20190;10.1007/s10726-019-09629-2;http://link.springer.com/article/10.1007/s10726-019-09629-2
48;Architectural Requirements for Cloud Computing Systems: An Enterprise Cloud Approach;Bhaskar Prasad RimalAdmela JukanDimitrios KatsarosYves Goeleven;Journal of Grid Computing;20110;10.1007/s10723-010-9171-y;http://link.springer.com/article/10.1007/s10723-010-9171-y
50;Cloud computing in e-Science: research challenges and opportunities;Xiaoyu YangDavid WallomSimon WaddingtonJianwu WangArif ShaonBrian MatthewsMichael WilsonYike GuoLi GuoJon D. BlowerAthanasios V. VasilakosKecheng LiuPhilip Kershaw;The Journal of Supercomputing;20140;10.1007/s11227-014-1251-5;http://link.springer.com/article/10.1007/s11227-014-1251-5
51;Optimal resource provisioning for cloud computing environment;Chunlin LiLa Yuan Li;The Journal of Supercomputing;20120;10.1007/s11227-012-0775-9;http://link.springer.com/article/10.1007/s11227-012-0775-9
53;Diffusing the Cloud: Cloud Computing and Implications for Public Policy;Kenji E. KushidaJonathan MurrayJohn Zysman;Journal of Industry, Competition and Trade;20110;10.1007/s10842-011-0106-5;http://link.springer.com/article/10.1007/s10842-011-0106-5
54;An intelligent clustering scheme for distributed intrusion detection in vehicular cloud computing;Neeraj KumarJaskaran Preet SinghRasmeet S. BaliSudip MisraSana Ullah;Cluster Computing;20150;10.1007/s10586-015-0463-7;http://link.springer.com/article/10.1007/s10586-015-0463-7
55;A scoping review of cloud computing in healthcare;Lena GriebelHans-Ulrich ProkoschFelix KöpckeDennis ToddenrothJan ChristophInes LebIgor EngelMartin Sedlmayr;BMC Medical Informatics and Decision Making;20150;10.1186/s12911-015-0145-7;http://link.springer.com/article/10.1186/s12911-015-0145-7
56;GA-Based Customer-Conscious Resource Allocation and Task Scheduling in Multi-cloud Computing;Tamanna JenaJ. R. Mohanty;Arabian Journal for Science and Engineering;20180;10.1007/s13369-017-2766-x;http://link.springer.com/article/10.1007/s13369-017-2766-x
57;Mobile Cloud Computing: A Survey, State of Art and Future Directions;M. Reza RahimiJian RenChi Harold LiuAthanasios V. VasilakosNalini Venkatasubramanian;Mobile Networks and Applications;20140;10.1007/s11036-013-0477-4;http://link.springer.com/article/10.1007/s11036-013-0477-4
58;A game-based resource pricing and allocation mechanism for profit maximization in cloud computing;Zhengfa ZhuJun PengKaiyang LiuXiaoyong Zhang;Soft Computing;20200;10.1007/s00500-019-04183-0;http://link.springer.com/article/10.1007/s00500-019-04183-0
59;A hybrid multi-faceted task scheduling algorithm for cloud computing environment;Kalka DubeyS. C. Sharma;International Journal of System Assurance Engineering and Management;20210;10.1007/s13198-021-01084-0;http://link.springer.com/article/10.1007/s13198-021-01084-0
61;Optimal contract design for cloud computing service with resource service guarantee;Chia-Wei KuoKwei-Long HuangChao-Lung Yang;Journal of the Operational Research Society;20170;10.1057/s41274-016-0141-z;http://link.springer.com/article/10.1057/s41274-016-0141-z
62;Cooperative agents-based approach for workflow scheduling on fog-cloud computing;Marwa MokniSonia YassaJalel Eddine HajlaouiRachid ChelouahMohamed Nazih Omri;Journal of Ambient Intelligence and Humanized Computing;20220;10.1007/s12652-021-03187-9;http://link.springer.com/article/10.1007/s12652-021-03187-9
63;An overview, examples, and impacts offered by Emerging Services and Analytics in Cloud Computing virtual reality;Victor Chang;Neural Computing and Applications;20180;10.1007/s00521-017-3000-1;http://link.springer.com/article/10.1007/s00521-017-3000-1
64;An IoT-based task scheduling optimization scheme considering the deadline and cost-aware scientific workflow for cloud computing;Xiaojin MaHonghao GaoHuahu XuMinjie Bian;EURASIP Journal on Wireless Communications and Networking;20190;10.1186/s13638-019-1557-3;http://link.springer.com/article/10.1186/s13638-019-1557-3
65;A secure billing protocol over attribute-based encryption in vehicular cloud computing;Lewis NkenyereyeYoungho ParkKyung Hyune Rhee;EURASIP Journal on Wireless Communications and Networking;20160;10.1186/s13638-016-0687-0;http://link.springer.com/article/10.1186/s13638-016-0687-0
66;Toward energy-efficient cloud computing: a survey of dynamic power management and heuristics-based optimization techniques;Nagma KhattarJagpreet SidhuJaiteg Singh;The Journal of Supercomputing;20190;10.1007/s11227-019-02764-2;http://link.springer.com/article/10.1007/s11227-019-02764-2
67;Multi-objective workflow optimization strategy (MOWOS) for cloud computing;J. Kok KonjaangLina Xu;Journal of Cloud Computing;20210;10.1186/s13677-020-00219-1;http://link.springer.com/article/10.1186/s13677-020-00219-1
68;Service resizing for quick DDoS mitigation in cloud computing environment;Gaurav SomaniManoj Singh GaurDheeraj SanghiMauro ContiRajkumar Buyya;Annals of Telecommunications;20170;10.1007/s12243-016-0552-5;http://link.springer.com/article/10.1007/s12243-016-0552-5
69;Improving latency in Internet-of-Things and cloud computing for real-time data transmission: a systematic literature review (SLR);Saurabh ShuklaMohd. Fadzil HassanDuc Chung TranRehan AkbarIrving Vitra PaputunganMuhammad Khalid Khan;Cluster Computing;20210;10.1007/s10586-021-03279-3;http://link.springer.com/article/10.1007/s10586-021-03279-3
70;Cloud computing services: taxonomy and comparison;C. N. HöferG. Karagiannis;Journal of Internet Services and Applications;20110;10.1007/s13174-011-0027-x;http://link.springer.com/article/10.1007/s13174-011-0027-x
71;Efficient dynamic resource provisioning based on credibility in cloud computing;P. VinothiyalakshmiR. Anitha;Wireless Networks;20210;10.1007/s11276-021-02558-6;http://link.springer.com/article/10.1007/s11276-021-02558-6
72;Multi-Objective Task and Workflow Scheduling Approaches in Cloud Computing: a Comprehensive Review;Mehdi HosseinzadehMarwan Yassin GhafourHawkar Kamaran HamaBay VoAfsane Khoshnevis;Journal of Grid Computing;20200;10.1007/s10723-020-09533-z;http://link.springer.com/article/10.1007/s10723-020-09533-z
73;Notes on Cloud computing principles;Thomas SandholmDongman Lee;Journal of Cloud Computing;20140;10.1186/s13677-014-0021-5;http://link.springer.com/article/10.1186/s13677-014-0021-5
74;Quality-of-service in cloud computing: modeling techniques and their applications;Danilo ArdagnaGiuliano CasaleMichele CiavottaJuan F PérezWeikun Wang;Journal of Internet Services and Applications;20140;10.1186/s13174-014-0011-3;http://link.springer.com/article/10.1186/s13174-014-0011-3
75;A framework and tool to manage Cloud Computing service quality;Francisco José Domínguez-MayoJulián Alberto García-GarcíaMaría José EscalonaManuel MejíasMatias UrbietaGustavo Rossi;Software Quality Journal;20150;10.1007/s11219-014-9248-0;http://link.springer.com/article/10.1007/s11219-014-9248-0
78;Computation of workflow scheduling using backpropagation neural network in cloud computing: a virtual machine placement approach;Narayani RamanAisha Banu WahabSutherson Chandrasekaran;The Journal of Supercomputing;20210;10.1007/s11227-021-03648-0;http://link.springer.com/article/10.1007/s11227-021-03648-0
82;Efficient resource scaling based on load fluctuation in edge-cloud computing environment;Chunlin LiJingpan BaiYoulong Luo;The Journal of Supercomputing;20200;10.1007/s11227-019-03134-8;http://link.springer.com/article/10.1007/s11227-019-03134-8
83;Grid and Cloud Computing: Opportunities for Integration with the Next Generation Network;Thomas RingsGeoff CaryerJulian GallopJens GrabowskiTatiana KovacikovaStephan SchulzIan Stokes-Rees;Journal of Grid Computing;20090;10.1007/s10723-009-9132-5;http://link.springer.com/article/10.1007/s10723-009-9132-5
86;Scientific workflow scheduling in multi-cloud computing using a hybrid multi-objective optimization algorithm;Ali MohammadzadehMohammad Masdari;Journal of Ambient Intelligence and Humanized Computing;20230;10.1007/s12652-021-03482-5;http://link.springer.com/article/10.1007/s12652-021-03482-5
87;Cost-efficient parallel processing of irregularly structured problems in cloud computing environments;Jens HaussmannWolfgang BlochingerWolfgang Kuechlin;Cluster Computing;20190;10.1007/s10586-018-2879-3;http://link.springer.com/article/10.1007/s10586-018-2879-3
88;Cloud computing adoption: an empirical study of customer preferences among start-up companies;Jonas RepschlaegerKoray ErekRuediger Zarnekow;Electronic Markets;20130;10.1007/s12525-012-0119-x;http://link.springer.com/article/10.1007/s12525-012-0119-x
90;Mandi: a market exchange for trading utility and cloud computing services;Saurabh Kumar GargChristian VecchiolaRajkumar Buyya;The Journal of Supercomputing;20130;10.1007/s11227-011-0568-6;http://link.springer.com/article/10.1007/s11227-011-0568-6
92;Knowledge-based adaptable scheduler for SaaS providers in cloud computing;Farzaneh MotavaselalhaghFaramarz Safi EsfahaniHamid Reza Arabnia;Human-centric Computing and Information Sciences;20150;10.1186/s13673-015-0031-4;http://link.springer.com/article/10.1186/s13673-015-0031-4
93;Resource provisioning using workload clustering in cloud computing environment: a hybrid approach;Ali ShahidinejadMostafa Ghobaei-AraniMohammad Masdari;Cluster Computing;20210;10.1007/s10586-020-03107-0;http://link.springer.com/article/10.1007/s10586-020-03107-0
94;A metrics suite of cloud computing adoption readiness;Robert J. KauffmanDan MaMartin Yu;Electronic Markets;20180;10.1007/s12525-015-0213-y;http://link.springer.com/article/10.1007/s12525-015-0213-y
0;Impact of Cloud Computing Technologies on Pricing Models of Software Firms – Insights from Finland;Gabriella LaatikainenEetu Luoma;Software Business. Towards Continuous Value Delivery;20140;10.1007/978-3-319-08738-2_17;http://link.springer.com/chapter/10.1007/978-3-319-08738-2_17
1;A Novel Approach to Dynamic Pricing for Cloud Computing Through Price Band Prediction;Dheeraj RaneVaishali ChoureyIshan Indraniya;ICWE 2021 Workshops;20220;10.1007/978-3-030-92231-3_5;http://link.springer.com/chapter/10.1007/978-3-030-92231-3_5
2;Dynamic Pricing Strategy for Cloud Computing with Data Mining Method;Xing WuJi HouShaojian ZhuoWu Zhang;High Performance Computing;20130;10.1007/978-3-642-41591-3_4;http://link.springer.com/chapter/10.1007/978-3-642-41591-3_4
4;An Economic Model for Utilizing Cloud Computing Resources via Pricing Elasticity of Demand and Supply;Soheil QanbariFei LiSchahram DustdarTian-Shyr Dai;Cloud Computing and Services Sciences;20150;10.1007/978-3-319-25414-2_4;http://link.springer.com/chapter/10.1007/978-3-319-25414-2_4
5;Enabling Virtual Manufacturing Enterprises with Cloud Computing: An Analysis of Criteria for the Selection of Database as a Service Offers;Ronny HansDavid DahlenSebastian ZöllerDieter SchullerUlrich Lampe;Advances in Sustainable and Competitive Manufacturing Systems;20130;10.1007/978-3-319-00557-7_35;http://link.springer.com/chapter/10.1007/978-3-319-00557-7_35
6;Decisions, Models and Opportunities in Cloud Computing Economics: A Review of Research on Pricing and Markets;Sowmya KarunakaranVenkataraghavan KrishnaswamyR. P. Sundarraj;Service Research and Innovation;20140;10.1007/978-3-319-07950-9_7;http://link.springer.com/chapter/10.1007/978-3-319-07950-9_7
8;A Comprehensive Investigation of Workflow Scheduling in Cloud Computing Environment;Nagresh KumarSanjay Kumar Sharma;Ambient Communications and Computer Systems;20220;10.1007/978-981-16-7952-0_14;http://link.springer.com/chapter/10.1007/978-981-16-7952-0_14
9;Cloud Computing Providers: Characteristics and Recommendations;Maciej LecznarSusanne Patig;E-Technologies: Transformation in a Connected World;20110;10.1007/978-3-642-20862-1_3;http://link.springer.com/chapter/10.1007/978-3-642-20862-1_3
10;Cloud Computing in E-Government across Europe;Bernd ZwattendorferKlaus StranacherArne TauberPeter Reichstädter;Technology-Enabled Innovation for Democracy, Government and Governance;20130;10.1007/978-3-642-40160-2_15;http://link.springer.com/chapter/10.1007/978-3-642-40160-2_15
12;A Virtualization Security Framework for Public Cloud Computing;Jong Hyuk Park;Computer Science and its Applications;20120;10.1007/978-94-007-5699-1_41;http://link.springer.com/chapter/10.1007/978-94-007-5699-1_41
13;Trust Factors for the Usage of Cloud Computing in Small and Medium Sized Craft Enterprises;Holger KettHarriet KasperJürgen FalknerAnette Weisbecker;Economics of Grids, Clouds, Systems, and Services;20120;10.1007/978-3-642-35194-5_13;http://link.springer.com/chapter/10.1007/978-3-642-35194-5_13
14;Techno-Economic Analysis of Cloud Computing Supported by 5G: A Cloud vs on Premise Based Solutions Comparison;Christos BourasCharalampos ChatzigeorgiouAnastasia KolliaPhilippos Pouyioutas;Advances on Broad-Band Wireless Computing, Communication and Applications;20230;10.1007/978-3-031-20029-8_5;http://link.springer.com/chapter/10.1007/978-3-031-20029-8_5
15;Brief Announcement: Cloud Computing Games: Pricing Services of Large Data Centers;Ashraf Al DaoudSachin AgarwalTansu Alpcan;Distributed Computing;20090;10.1007/978-3-642-04355-0_32;http://link.springer.com/chapter/10.1007/978-3-642-04355-0_32
16;Workflow Scheduling Algorithms in Cloud Computing: An Analysis, Analogy, and Provocations;Shubham JainJasraj Meena;Innovations in Computer Science and Engineering;20190;10.1007/978-981-13-7082-3_57;http://link.springer.com/chapter/10.1007/978-981-13-7082-3_57
18;Request Allocation and Resource Management Techniques in Cloud Computing;Swati KhemkaMehul Mahrishi;Proceedings of the International Conference on Recent Cognizance in Wireless Communication & Image Processing;20160;10.1007/978-81-322-2638-3_95;http://link.springer.com/chapter/10.1007/978-81-322-2638-3_95
20;A Security-Driven Approach to Online Job Scheduling in IaaS Cloud Computing Systems;Jakub GąsiorFranciszek SeredyńskiAndrei Tchernykh;Parallel Processing and Applied Mathematics;20180;10.1007/978-3-319-78054-2_15;http://link.springer.com/chapter/10.1007/978-3-319-78054-2_15
21;An Architectural View Towards Autonomic Cloud Computing;Ravi TomarAbhirup KhannaAnanya BansalVivudh Fore;Data Engineering and Intelligent Computing;20180;10.1007/978-981-10-3223-3_55;http://link.springer.com/chapter/10.1007/978-981-10-3223-3_55
23;The IVI Cloud Computing Life Cycle;Gerard ConwayEdward Curry;Cloud Computing and Services Science;20130;10.1007/978-3-319-04519-1_12;http://link.springer.com/chapter/10.1007/978-3-319-04519-1_12
27;Multi-objective Task Scheduling in Cloud Computing Environment by Hybridized Bat Algorithm;Timea BezdanMiodrag ZivkovicEva TubaIvana StrumbergerNebojsa BacaninMilan Tuba;Intelligent and Fuzzy Techniques: Smart and Innovative Solutions;20210;10.1007/978-3-030-51156-2_83;http://link.springer.com/chapter/10.1007/978-3-030-51156-2_83
28;Risks in Adopting Cloud Computing: A Proposed Conceptual Framework;Ali Al-BadiAli TarhiniNabeel Al-Qirim;Emerging Technologies in Computing;20180;10.1007/978-3-319-95450-9_2;http://link.springer.com/chapter/10.1007/978-3-319-95450-9_2
29;Factors Influencing the Adoption of Cloud Computing by Small and Medium Size Enterprises (SMEs);Shima Ramezani TehraniFarid Shirazi;Human Interface and the Management of Information. Information and Knowledge in Applications and Services;20140;10.1007/978-3-319-07863-2_60;http://link.springer.com/chapter/10.1007/978-3-319-07863-2_60
30;Risk Aware Approach to Data Confidentiality in Cloud Computing;Kerim Yasin OktayVaibhav KhadilkarMurat KantarciogluSharad Mehrotra;Information Systems Security;20130;10.1007/978-3-642-45204-8_3;http://link.springer.com/chapter/10.1007/978-3-642-45204-8_3
31;Cloud Computing Automation: Integrating USDL and TOSCA;Jorge CardosoTobias BinzUwe BreitenbücherOliver KoppFrank Leymann;Advanced Information Systems Engineering;20130;10.1007/978-3-642-38709-8_1;http://link.springer.com/chapter/10.1007/978-3-642-38709-8_1
32;Insight to Cloud Computing and Growing Impacts;Chen-shin ChienJason Chien;Information Computing and Applications;20100;10.1007/978-3-642-16336-4_33;http://link.springer.com/chapter/10.1007/978-3-642-16336-4_33
33;Cloud Computing: Virtual Web Hosting on Infrastructure as a Service (IaaS);Juan FangZeeshan ShaukatSaqib AliAbdul Ahad Zulfiqar;Mobile Ad-hoc and Sensor Networks;20180;10.1007/978-981-10-8890-2_34;http://link.springer.com/chapter/10.1007/978-981-10-8890-2_34
34;Truthful Mechanism Design of Reversed Auction on Cloud Computing;Deshi YeFeng XieGuochuan Zhang;Computing and Combinatorics;20190;10.1007/978-3-030-26176-4_52;http://link.springer.com/chapter/10.1007/978-3-030-26176-4_52
